scenario,index1,index2,G,B
0,17.0,18.0,-3.0756864340087167,6.218758799278971
0,18.0,17.0,-3.0756864340087167,6.218758799278971
0,18.0,18.0,8.958039375185187,-17.98346468163191
0,18.0,19.0,-5.88235294117647,11.76470588235294
0,19.0,9.0,-1.7848303152666305,3.98535828943083
0,19.0,18.0,-5.88235294117647,11.76470588235294
0,19.0,19.0,7.6671832564431,-15.75006417178377
0,20.0,9.0,-5.101853820159654,10.98071411292983
0,20.0,20.0,21.876495189895888,-45.10843276170355
0,20.0,21.0,-16.774641369736234,34.127718648773715
0,21.0,9.0,-2.619319553382597,5.400770303329455
0,21.0,20.0,-16.774641369736234,34.127718648773715
0,21.0,21.0,21.93449907537439,-43.48289181517921
0,21.0,23.0,-2.5405381522555563,3.95440286307604
0,22.0,14.0,-1.9683489489016612,3.976064876781356
0,22.0,22.0,3.429754555384988,-6.965303617315433
0,22.0,23.0,-1.4614056064833263,2.989238740534077
0,23.0,21.0,-2.5405381522555563,3.95440286307604
0,23.0,22.0,-1.4614056064833263,2.989238740534077
0,23.0,23.0,5.311836702613133,-9.188263657315172
0,23.0,24.0,-1.3098929438742493,2.287622053705056
0,24.0,23.0,-1.3098929438742493,2.287622053705056
0,24.0,24.0,4.495715080321987,-7.864978761969621
0,24.0,25.0,-1.2165301194494855,1.8171440463475024
0,24.0,26.0,-1.9692920169982515,3.760212661917064
0,25.0,24.0,-1.2165301194494855,1.8171440463475024
0,25.0,25.0,1.2165301194494855,-1.8171440463475024
0,26.0,24.0,-1.9692920169982515,3.760212661917064
0,26.0,26.0,3.652281470778589,-9.46044252232512
0,26.0,27.0,0.0,2.608731947574922
0,26.0,28.0,-0.99553355095268,1.881005840357816
0,26.0,29.0,-0.6874559028276572,1.293971494797717
0,27.0,5.0,-4.362844058012917,15.463571542897856
0,27.0,7.0,-1.4439790613954469,4.540814658476248
0,27.0,26.0,0.0,2.608731947574922
0,27.0,27.0,5.806823119408364,-22.67145722159613
0,28.0,26.0,-0.99553355095268,1.881005840357816
0,28.0,28.0,1.9075867579849564,-3.604364401207048
0,28.0,29.0,-0.9120532070322764,1.7233585608492326
0,29.0,26.0,-0.6874559028276572,1.293971494797717
0,29.0,28.0,-0.9120532070322764,1.7233585608492326
0,29.0,29.0,1.5995091098599337,-3.0173300556469496
1,0.0,0.0,6.765516048652632,-21.23160167089863
1,0.0,1.0,-5.224646179885656,15.646726840803398
1,0.0,2.0,-1.5408698687669766,5.631674830095234
1,1.0,0.0,-5.224646179885656,15.646726840803398
1,1.0,1.0,9.75228216552403,-30.648662892676068
1,1.0,3.0,-1.7055303166990268,5.1973792282565086
1,1.0,4.0,-1.1359607881738778,4.772479328281356
1,1.0,5.0,-1.6861448807654689,5.116477495334806
1,2.0,0.0,-1.5408698687669766,5.631674830095234
1,2.0,2.0,9.736318911079088,-29.13794745915803
1,2.0,3.0,-8.19544904231211,23.5308726290628
1,3.0,1.0,-1.7055303166990268,5.1973792282565086
1,3.0,2.0,-8.19544904231211,23.5308726290628
1,3.0,3.0,16.314103089185693,-55.509410535254254
1,3.0,5.0,-6.413123730174556,22.31120356548123
1,3.0,11.0,0.0,4.191255364806866
1,4.0,1.0,-1.1359607881738778,4.772479328281356
1,4.0,4.0,4.089980824135861,-12.190647245055052
1,4.0,6.0,-2.954020035961983,7.449267916773697
1,5.0,1.0,-1.6861448807654689,5.116477495334806
1,5.0,3.0,-6.413123730174556,22.31120356548123
1,5.0,5.0,22.341631269034565,-82.8291478657789
1,5.0,6.0,-3.590210423980992,11.02611441072814
1,5.0,7.0,-6.289308176100628,22.0125786163522
1,5.0,8.0,0.0,4.915840805411357
1,5.0,9.0,0.0,1.8561002591115965
1,5.0,27.0,-4.362844058012917,15.463571542897856
1,6.0,4.0,-2.954020035961983,7.449267916773697
1,6.0,5.0,-3.590210423980992,11.02611441072814
1,6.0,6.0,6.544230459942975,-18.45668232750184
1,7.0,5.0,-6.289308176100628,22.0125786163522
1,7.0,7.0,7.733287237496075,-26.527493274828448
1,7.0,27.0,-1.4439790613954469,4.540814658476248
1,8.0,5.0,0.0,4.915840805411357
1,8.0,8.0,0.0,-18.706293706293707
1,8.0,9.0,0.0,9.090909090909092
1,8.0,10.0,0.0,4.807692307692308
1,9.0,5.0,0.0,1.8561002591115965
1,9.0,8.0,0.0,9.090909090909092
1,9.0,9.0,13.462042814524237,-41.3837606675224
1,9.0,16.0,-3.956039125715353,10.317447719844054
1,9.0,19.0,-1.7848303152666305,3.98535828943083
1,9.0,20.0,-5.101853820159654,10.98071411292983
1,9.0,21.0,-2.619319553382597,5.400770303329455
1,10.0,8.0,0.0,4.807692307692308
1,10.0,10.0,0.0,-4.807692307692308
1,11.0,3.0,0.0,4.191255364806866
1,11.0,11.0,6.573961583776156,-24.424167659260668
1,11.0,12.0,0.0,7.142857142857143
1,11.0,13.0,-1.5265676088395577,3.1734252729654173
1,11.0,14.0,-3.0953961826564296,6.097275864326261
1,11.0,15.0,-1.9519977922801688,4.104359379111847
1,12.0,11.0,0.0,7.142857142857143
1,12.0,12.0,0.0,-7.142857142857143
1,13.0,11.0,-1.5265676088395577,3.1734252729654173
1,13.0,13.0,4.01751987283902,-5.424299332335067
1,13.0,14.0,-2.4909522639994623,2.250874059369649
1,14.0,11.0,-3.0953961826564296,6.097275864326261
1,14.0,13.0,-2.4909522639994623,2.250874059369649
1,14.0,14.0,9.365498545964757,-16.01163373210796
1,14.0,17.0,-1.8108011504072024,3.687418931630696
1,14.0,22.0,-1.9683489489016612,3.976064876781356
1,15.0,11.0,-1.9519977922801688,4.104359379111847
1,15.0,15.0,3.271064728633931,-8.94513365126506
1,15.0,16.0,-1.3190669363537617,4.8407742721532125
1,16.0,9.0,-3.956039125715353,10.317447719844054
1,16.0,15.0,-1.3190669363537617,4.8407742721532125
1,16.0,16.0,5.275106062069114,-15.158221991997266
1,17.0,14.0,-1.8108011504072024,3.687418931630696
1,17.0,17.0,4.886487584415919,-9.906177730909668
1,17.0,18.0,-3.0756864340087167,6.218758799278971
1,18.0,17.0,-3.0756864340087167,6.218758799278971
1,18.0,18.0,8.958039375185187,-17.98346468163191
1,18.0,19.0,-5.88235294117647,11.76470588235294
1,19.0,9.0,-1.7848303152666305,3.98535828943083
1,19.0,18.0,-5.88235294117647,11.76470588235294
1,19.0,19.0,7.6671832564431,-15.75006417178377
1,20.0,9.0,-5.101853820159654,10.98071411292983
1,20.0,20.0,21.876495189895888,-45.10843276170355
1,20.0,21.0,-16.774641369736234,34.127718648773715
1,21.0,9.0,-2.619319553382597,5.400770303329455
1,21.0,20.0,-16.774641369736234,34.127718648773715
1,21.0,21.0,21.93449907537439,-43.48289181517921
1,21.0,23.0,-2.5405381522555563,3.95440286307604
1,22.0,14.0,-1.9683489489016612,3.976064876781356
1,22.0,22.0,3.429754555384988,-6.965303617315433
1,22.0,23.0,-1.4614056064833263,2.989238740534077
1,23.0,21.0,-2.5405381522555563,3.95440286307604
1,23.0,22.0,-1.4614056064833263,2.989238740534077
1,23.0,23.0,5.311836702613133,-9.188263657315172
1,23.0,24.0,-1.3098929438742493,2.287622053705056
1,24.0,23.0,-1.3098929438742493,2.287622053705056
1,24.0,24.0,4.495715080321987,-7.864978761969621
1,24.0,25.0,-1.2165301194494855,1.8171440463475024
1,24.0,26.0,-1.9692920169982515,3.760212661917064
1,25.0,24.0,-1.2165301194494855,1.8171440463475024
1,25.0,25.0,1.2165301194494855,-1.8171440463475024
1,26.0,24.0,-1.9692920169982515,3.760212661917064
1,26.0,26.0,3.652281470778589,-9.46044252232512
1,26.0,27.0,0.0,2.608731947574922
1,26.0,28.0,-0.99553355095268,1.881005840357816
1,26.0,29.0,-0.6874559028276572,1.293971494797717
1,27.0,5.0,-4.362844058012917,15.463571542897856
1,27.0,7.0,-1.4439790613954469,4.540814658476248
1,27.0,26.0,0.0,2.608731947574922
1,27.0,27.0,5.806823119408364,-22.67145722159613
1,28.0,26.0,-0.99553355095268,1.881005840357816
1,28.0,28.0,1.9075867579849564,-3.604364401207048
1,28.0,29.0,-0.9120532070322764,1.7233585608492326
1,29.0,26.0,-0.6874559028276572,1.293971494797717
1,29.0,28.0,-0.9120532070322764,1.7233585608492326
1,29.0,29.0,1.5995091098599337,-3.0173300556469496
2,0.0,0.0,6.765516048652632,-21.23160167089863
2,0.0,1.0,-5.224646179885656,15.646726840803398
2,0.0,2.0,-1.5408698687669766,5.631674830095234
2,1.0,0.0,-5.224646179885656,15.646726840803398
2,1.0,1.0,9.75228216552403,-30.648662892676068
2,1.0,3.0,-1.7055303166990268,5.1973792282565086
2,1.0,4.0,-1.1359607881738778,4.772479328281356
2,1.0,5.0,-1.6861448807654689,5.116477495334806
2,2.0,0.0,-1.5408698687669766,5.631674830095234
2,2.0,2.0,9.736318911079088,-29.13794745915803
2,2.0,3.0,-8.19544904231211,23.5308726290628
2,3.0,1.0,-1.7055303166990268,5.1973792282565086
2,3.0,2.0,-8.19544904231211,23.5308726290628
2,3.0,3.0,16.314103089185693,-55.509410535254254
2,3.0,5.0,-6.413123730174556,22.31120356548123
2,3.0,11.0,0.0,4.191255364806866
2,4.0,1.0,-1.1359607881738778,4.772479328281356
2,4.0,4.0,4.089980824135861,-12.190647245055052
2,4.0,6.0,-2.954020035961983,7.449267916773697
2,5.0,1.0,-1.6861448807654689,5.116477495334806
2,5.0,3.0,-6.413123730174556,22.31120356548123
2,5.0,5.0,22.341631269034565,-82.8291478657789
2,5.0,6.0,-3.590210423980992,11.02611441072814
2,5.0,7.0,-6.289308176100628,22.0125786163522
2,5.0,8.0,0.0,4.915840805411357
2,5.0,9.0,0.0,1.8561002591115965
2,5.0,27.0,-4.362844058012917,15.463571542897856
2,6.0,4.0,-2.954020035961983,7.449267916773697
2,6.0,5.0,-3.590210423980992,11.02611441072814
2,6.0,6.0,6.544230459942975,-18.45668232750184
2,7.0,5.0,-6.289308176100628,22.0125786163522
2,7.0,7.0,7.733287237496075,-26.527493274828448
2,7.0,27.0,-1.4439790613954469,4.540814658476248
2,8.0,5.0,0.0,4.915840805411357
2,8.0,8.0,0.0,-18.706293706293707
2,8.0,9.0,0.0,9.090909090909092
2,8.0,10.0,0.0,4.807692307692308
2,9.0,5.0,0.0,1.8561002591115965
2,9.0,8.0,0.0,9.090909090909092
2,9.0,9.0,13.462042814524237,-41.3837606675224
2,9.0,16.0,-3.956039125715353,10.317447719844054
2,9.0,19.0,-1.7848303152666305,3.98535828943083
2,9.0,20.0,-5.101853820159654,10.98071411292983
2,9.0,21.0,-2.619319553382597,5.400770303329455
2,10.0,8.0,0.0,4.807692307692308
2,10.0,10.0,0.0,-4.807692307692308
2,11.0,3.0,0.0,4.191255364806866
2,11.0,11.0,6.573961583776156,-24.424167659260668
2,11.0,12.0,0.0,7.142857142857143
2,11.0,13.0,-1.5265676088395577,3.1734252729654173
2,11.0,14.0,-3.0953961826564296,6.097275864326261
2,11.0,15.0,-1.9519977922801688,4.104359379111847
2,12.0,11.0,0.0,7.142857142857143
2,12.0,12.0,0.0,-7.142857142857143
2,13.0,11.0,-1.5265676088395577,3.1734252729654173
2,13.0,13.0,4.01751987283902,-5.424299332335067
2,13.0,14.0,-2.4909522639994623,2.250874059369649
2,14.0,11.0,-3.0953961826564296,6.097275864326261
2,14.0,13.0,-2.4909522639994623,2.250874059369649
2,14.0,14.0,9.365498545964757,-16.01163373210796
2,14.0,17.0,-1.8108011504072024,3.687418931630696
2,14.0,22.0,-1.9683489489016612,3.976064876781356
2,15.0,11.0,-1.9519977922801688,4.104359379111847
2,15.0,15.0,3.271064728633931,-8.94513365126506
2,15.0,16.0,-1.3190669363537617,4.8407742721532125
2,16.0,9.0,-3.956039125715353,10.317447719844054
2,16.0,15.0,-1.3190669363537617,4.8407742721532125
2,16.0,16.0,5.275106062069114,-15.158221991997266
2,17.0,14.0,-1.8108011504072024,3.687418931630696
2,17.0,17.0,4.886487584415919,-9.906177730909668
2,17.0,18.0,-3.0756864340087167,6.218758799278971
2,18.0,17.0,-3.0756864340087167,6.218758799278971
2,18.0,18.0,8.958039375185187,-17.98346468163191
2,18.0,19.0,-5.88235294117647,11.76470588235294
2,19.0,9.0,-1.7848303152666305,3.98535828943083
2,19.0,18.0,-5.88235294117647,11.76470588235294
2,19.0,19.0,7.6671832564431,-15.75006417178377
2,20.0,9.0,-5.101853820159654,10.98071411292983
2,20.0,20.0,21.876495189895888,-45.10843276170355
2,20.0,21.0,-16.774641369736234,34.127718648773715
2,21.0,9.0,-2.619319553382597,5.400770303329455
2,21.0,20.0,-16.774641369736234,34.127718648773715
2,21.0,21.0,21.93449907537439,-43.48289181517921
2,21.0,23.0,-2.5405381522555563,3.95440286307604
2,22.0,14.0,-1.9683489489016612,3.976064876781356
2,22.0,22.0,3.429754555384988,-6.965303617315433
2,22.0,23.0,-1.4614056064833263,2.989238740534077
2,23.0,21.0,-2.5405381522555563,3.95440286307604
2,23.0,22.0,-1.4614056064833263,2.989238740534077
2,23.0,23.0,5.311836702613133,-9.188263657315172
2,23.0,24.0,-1.3098929438742493,2.287622053705056
2,24.0,23.0,-1.3098929438742493,2.287622053705056
2,24.0,24.0,4.495715080321987,-7.864978761969621
2,24.0,25.0,-1.2165301194494855,1.8171440463475024
2,24.0,26.0,-1.9692920169982515,3.760212661917064
2,25.0,24.0,-1.2165301194494855,1.8171440463475024
2,25.0,25.0,1.2165301194494855,-1.8171440463475024
2,26.0,24.0,-1.9692920169982515,3.760212661917064
2,26.0,26.0,3.652281470778589,-9.46044252232512
2,26.0,27.0,0.0,2.608731947574922
2,26.0,28.0,-0.99553355095268,1.881005840357816
2,26.0,29.0,-0.6874559028276572,1.293971494797717
2,27.0,5.0,-4.362844058012917,15.463571542897856
2,27.0,7.0,-1.4439790613954469,4.540814658476248
2,27.0,26.0,0.0,2.608731947574922
2,27.0,27.0,5.806823119408364,-22.67145722159613
2,28.0,26.0,-0.99553355095268,1.881005840357816
2,28.0,28.0,1.9075867579849564,-3.604364401207048
2,28.0,29.0,-0.9120532070322764,1.7233585608492326
2,29.0,26.0,-0.6874559028276572,1.293971494797717
2,29.0,28.0,-0.9120532070322764,1.7233585608492326
2,29.0,29.0,1.5995091098599337,-3.0173300556469496
3,0.0,0.0,6.765516048652632,-21.23160167089863
3,0.0,1.0,-5.224646179885656,15.646726840803398
3,0.0,2.0,-1.5408698687669766,5.631674830095234
3,1.0,0.0,-5.224646179885656,15.646726840803398
3,1.0,1.0,9.75228216552403,-30.648662892676068
3,1.0,3.0,-1.7055303166990268,5.1973792282565086
3,1.0,4.0,-1.1359607881738778,4.772479328281356
3,1.0,5.0,-1.6861448807654689,5.116477495334806
3,2.0,0.0,-1.5408698687669766,5.631674830095234
3,2.0,2.0,9.736318911079088,-29.13794745915803
3,2.0,3.0,-8.19544904231211,23.5308726290628
3,3.0,1.0,-1.7055303166990268,5.1973792282565086
3,3.0,2.0,-8.19544904231211,23.5308726290628
3,3.0,3.0,16.314103089185693,-55.509410535254254
3,3.0,5.0,-6.413123730174556,22.31120356548123
3,3.0,11.0,0.0,4.191255364806866
3,4.0,1.0,-1.1359607881738778,4.772479328281356
3,4.0,4.0,1.1359607881738778,-4.751579328281355
3,5.0,1.0,-1.6861448807654689,5.116477495334806
3,5.0,3.0,-6.413123730174556,22.31120356548123
3,5.0,5.0,22.341631269034565,-82.8291478657789
3,5.0,6.0,-3.590210423980992,11.02611441072814
3,5.0,7.0,-6.289308176100628,22.0125786163522
3,5.0,8.0,0.0,4.915840805411357
3,5.0,9.0,0.0,1.8561002591115965
3,5.0,27.0,-4.362844058012917,15.463571542897856
3,6.0,5.0,-3.590210423980992,11.02611441072814
3,6.0,6.0,3.590210423980992,-11.01761441072814
3,7.0,5.0,-6.289308176100628,22.0125786163522
3,7.0,7.0,7.733287237496075,-26.527493274828448
3,7.0,27.0,-1.4439790613954469,4.540814658476248
3,8.0,5.0,0.0,4.915840805411357
3,8.0,8.0,0.0,-18.706293706293707
3,8.0,9.0,0.0,9.090909090909092
3,8.0,10.0,0.0,4.807692307692308
3,9.0,5.0,0.0,1.8561002591115965
3,9.0,8.0,0.0,9.090909090909092
3,9.0,9.0,8.36018899436458,-30.40304655459257
3,9.0,16.0,-3.956039125715353,10.317447719844054
3,9.0,19.0,-1.7848303152666305,3.98535828943083
3,9.0,21.0,-2.619319553382597,5.400770303329455
3,10.0,8.0,0.0,4.807692307692308
3,10.0,10.0,0.0,-4.807692307692308
3,11.0,3.0,0.0,4.191255364806866
3,11.0,11.0,6.573961583776156,-24.424167659260668
3,11.0,12.0,0.0,7.142857142857143
3,11.0,13.0,-1.5265676088395577,3.1734252729654173
3,11.0,14.0,-3.0953961826564296,6.097275864326261
3,11.0,15.0,-1.9519977922801688,4.104359379111847
3,12.0,11.0,0.0,7.142857142857143
3,12.0,12.0,0.0,-7.142857142857143
3,13.0,11.0,-1.5265676088395577,3.1734252729654173
3,13.0,13.0,4.01751987283902,-5.424299332335067
3,13.0,14.0,-2.4909522639994623,2.250874059369649
3,14.0,11.0,-3.0953961826564296,6.097275864326261
3,14.0,13.0,-2.4909522639994623,2.250874059369649
3,14.0,14.0,9.365498545964757,-16.01163373210796
3,14.0,17.0,-1.8108011504072024,3.687418931630696
3,14.0,22.0,-1.9683489489016612,3.976064876781356
3,15.0,11.0,-1.9519977922801688,4.104359379111847
3,15.0,15.0,3.271064728633931,-8.94513365126506
3,15.0,16.0,-1.3190669363537617,4.8407742721532125
3,16.0,9.0,-3.956039125715353,10.317447719844054
3,16.0,15.0,-1.3190669363537617,4.8407742721532125
3,16.0,16.0,5.275106062069114,-15.158221991997266
3,17.0,14.0,-1.8108011504072024,3.687418931630696
3,17.0,17.0,4.886487584415919,-9.906177730909668
3,17.0,18.0,-3.0756864340087167,6.218758799278971
3,18.0,17.0,-3.0756864340087167,6.218758799278971
3,18.0,18.0,8.958039375185187,-17.98346468163191
3,18.0,19.0,-5.88235294117647,11.76470588235294
3,19.0,9.0,-1.7848303152666305,3.98535828943083
3,19.0,18.0,-5.88235294117647,11.76470588235294
3,19.0,19.0,7.6671832564431,-15.75006417178377
3,20.0,20.0,16.774641369736234,-34.127718648773715
3,20.0,21.0,-16.774641369736234,34.127718648773715
3,21.0,9.0,-2.619319553382597,5.400770303329455
3,21.0,20.0,-16.774641369736234,34.127718648773715
3,21.0,21.0,21.93449907537439,-43.48289181517921
3,21.0,23.0,-2.5405381522555563,3.95440286307604
3,22.0,14.0,-1.9683489489016612,3.976064876781356
3,22.0,22.0,3.429754555384988,-6.965303617315433
3,22.0,23.0,-1.4614056064833263,2.989238740534077
3,23.0,21.0,-2.5405381522555563,3.95440286307604
3,23.0,22.0,-1.4614056064833263,2.989238740534077
3,23.0,23.0,5.311836702613133,-9.188263657315172
3,23.0,24.0,-1.3098929438742493,2.287622053705056
3,24.0,23.0,-1.3098929438742493,2.287622053705056
3,24.0,24.0,4.495715080321987,-7.864978761969621
3,24.0,25.0,-1.2165301194494855,1.8171440463475024
3,24.0,26.0,-1.9692920169982515,3.760212661917064
3,25.0,24.0,-1.2165301194494855,1.8171440463475024
3,25.0,25.0,1.2165301194494855,-1.8171440463475024
3,26.0,24.0,-1.9692920169982515,3.760212661917064
3,26.0,26.0,3.652281470778589,-9.46044252232512
3,26.0,27.0,0.0,2.608731947574922
3,26.0,28.0,-0.99553355095268,1.881005840357816
3,26.0,29.0,-0.6874559028276572,1.293971494797717
3,27.0,5.0,-4.362844058012917,15.463571542897856
3,27.0,7.0,-1.4439790613954469,4.540814658476248
3,27.0,26.0,0.0,2.608731947574922
3,27.0,27.0,5.806823119408364,-22.67145722159613
3,28.0,26.0,-0.99553355095268,1.881005840357816
3,28.0,28.0,0.99553355095268,-1.881005840357816
3,29.0,26.0,-0.6874559028276572,1.293971494797717
3,29.0,29.0,0.6874559028276572,-1.293971494797717
4,0.0,0.0,1.5408698687669766,-5.611274830095233
4,0.0,2.0,-1.5408698687669766,5.631674830095234
4,1.0,1.0,4.527635985638374,-15.028336051872673
4,1.0,3.0,-1.7055303166990268,5.1973792282565086
4,1.0,4.0,-1.1359607881738778,4.772479328281356
4,1.0,5.0,-1.6861448807654689,5.116477495334806
4,2.0,0.0,-1.5408698687669766,5.631674830095234
4,2.0,2.0,9.736318911079088,-29.13794745915803
4,2.0,3.0,-8.19544904231211,23.5308726290628
4,3.0,1.0,-1.7055303166990268,5.1973792282565086
4,3.0,2.0,-8.19544904231211,23.5308726290628
4,3.0,3.0,16.314103089185693,-55.509410535254254
4,3.0,5.0,-6.413123730174556,22.31120356548123
4,3.0,11.0,0.0,4.191255364806866
4,4.0,1.0,-1.1359607881738778,4.772479328281356
4,4.0,4.0,4.089980824135861,-12.190647245055052
4,4.0,6.0,-2.954020035961983,7.449267916773697
4,5.0,1.0,-1.6861448807654689,5.116477495334806
4,5.0,3.0,-6.413123730174556,22.31120356548123
4,5.0,5.0,16.052323092933932,-60.8210692494267
4,5.0,6.0,-3.590210423980992,11.02611441072814
4,5.0,8.0,0.0,4.915840805411357
4,5.0,9.0,0.0,1.8561002591115965
4,5.0,27.0,-4.362844058012917,15.463571542897856
4,6.0,4.0,-2.954020035961983,7.449267916773697
4,6.0,5.0,-3.590210423980992,11.02611441072814
4,6.0,6.0,6.544230459942975,-18.45668232750184
4,7.0,7.0,1.4439790613954469,-4.519414658476248
4,7.0,27.0,-1.4439790613954469,4.540814658476248
4,8.0,5.0,0.0,4.915840805411357
4,8.0,8.0,0.0,-18.706293706293707
4,8.0,9.0,0.0,9.090909090909092
4,8.0,10.0,0.0,4.807692307692308
4,9.0,5.0,0.0,1.8561002591115965
4,9.0,8.0,0.0,9.090909090909092
4,9.0,9.0,13.462042814524237,-41.3837606675224
4,9.0,16.0,-3.956039125715353,10.317447719844054
4,9.0,19.0,-1.7848303152666305,3.98535828943083
4,9.0,20.0,-5.101853820159654,10.98071411292983
4,9.0,21.0,-2.619319553382597,5.400770303329455
4,10.0,8.0,0.0,4.807692307692308
4,10.0,10.0,0.0,-4.807692307692308
4,11.0,3.0,0.0,4.191255364806866
4,11.0,11.0,6.573961583776156,-24.424167659260668
4,11.0,12.0,0.0,7.142857142857143
4,11.0,13.0,-1.5265676088395577,3.1734252729654173
4,11.0,14.0,-3.0953961826564296,6.097275864326261
4,11.0,15.0,-1.9519977922801688,4.104359379111847
4,12.0,11.0,0.0,7.142857142857143
4,12.0,12.0,0.0,-7.142857142857143
4,13.0,11.0,-1.5265676088395577,3.1734252729654173
4,13.0,13.0,4.01751987283902,-5.424299332335067
4,13.0,14.0,-2.4909522639994623,2.250874059369649
4,14.0,11.0,-3.0953961826564296,6.097275864326261
4,14.0,13.0,-2.4909522639994623,2.250874059369649
4,14.0,14.0,7.397149597063095,-12.035568855326606
4,14.0,17.0,-1.8108011504072024,3.687418931630696
4,15.0,11.0,-1.9519977922801688,4.104359379111847
4,15.0,15.0,3.271064728633931,-8.94513365126506
4,15.0,16.0,-1.3190669363537617,4.8407742721532125
4,16.0,9.0,-3.956039125715353,10.317447719844054
4,16.0,15.0,-1.3190669363537617,4.8407742721532125
4,16.0,16.0,5.275106062069114,-15.158221991997266
4,17.0,14.0,-1.8108011504072024,3.687418931630696
4,17.0,17.0,4.886487584415919,-9.906177730909668
4,17.0,18.0,-3.0756864340087167,6.218758799278971
4,18.0,17.0,-3.0756864340087167,6.218758799278971
4,18.0,18.0,8.958039375185187,-17.98346468163191
4,18.0,19.0,-5.88235294117647,11.76470588235294
4,19.0,9.0,-1.7848303152666305,3.98535828943083
4,19.0,18.0,-5.88235294117647,11.76470588235294
4,19.0,19.0,7.6671832564431,-15.75006417178377
4,20.0,9.0,-5.101853820159654,10.98071411292983
4,20.0,20.0,21.876495189895888,-45.10843276170355
4,20.0,21.0,-16.774641369736234,34.127718648773715
4,21.0,9.0,-2.619319553382597,5.400770303329455
4,21.0,20.0,-16.774641369736234,34.127718648773715
4,21.0,21.0,21.93449907537439,-43.48289181517921
4,21.0,23.0,-2.5405381522555563,3.95440286307604
4,22.0,22.0,1.4614056064833263,-2.989238740534077
